,Match,Team1,Team2,Match_Date,Team1_Recent_form,Team2_Recent_form,Team1_rank,Team2_rank,Team1_Star_Player_Count,Team1_Top100_players,Team2_Star_Player_Count,Team2_Top100_players,Head_to_Head_Team1_result_percentage,Team1_Result,Team1_goalkeeper_rank,Team2_goalkeeper_rank
0,2002FrancevsSenagal,France,Senegal,5/31/2002,3.5,3.5,1,42,1,6,0,2,0.0,Loss,3,19
1,2002UruguayvsDenmark,Uruguay,Denmark,6/1/2002,2.5,4.0,24,20,0,1,0,2,0.0,Loss,14,9
2,2002DenmarkvsSenegal,Denmark,Senegal,6/6/2002,4.0,3.5,20,42,0,2,0,2,0.75,Draw,9,19
3,2002FrancevsUruguay,France,Uruguay,6/6/2002,2.5,2.5,1,24,1,6,0,1,0.375,Draw,3,14
4,2002DenmarkvsFrance,Denmark,France,6/11/2002,4.5,2.0,20,1,0,2,1,6,0.5,Win,9,3
5,2002SenegalvsUruguay,Senegal,Uruguay,6/11/2002,3.5,2.5,42,24,0,2,0,1,0.5,Draw,19,14
6,2002ParaguayvsSouthAffrica,Paraguay,South Africa,6/2/2002,2.0,4.0,18,37,0,0,0,0,0.5,Draw,24,30
7,2002SpainvsSlovenia,Spain,Slovenia,6/2/2002,3.5,3.0,8,25,1,4,0,0,1.0,Win,6,31
8,2002SpainvsSParaguay,Spain,Paraguay,6/7/2002,3.5,2.5,8,18,1,4,0,0,0.75,Win,6,24
9,2002SfvsSlo,South Africa,Slovenia,6/8/2002,4.0,3.0,37,25,0,0,0,0,1.0,Win,30,31
10,2002SfvsSpin,South Africa,Spain,6/12/2002,4.5,3.5,37,8,0,0,1,4,0.0,Loss,30,6
11,2002Slovspara,Slovenia,Paraguay,6/12/2002,2.5,2.0,25,18,0,0,0,0,0.0,Win,31,24
12,2002BravsTur,Brazil,Turkey,6/26/2002,5.0,3.5,2,22,3,7,0,2,1.0,Win,5,10
13,2002ChinavsCoRi,China,Costa Rica,6/4/2002,1.0,0.5,50,29,0,0,0,0,0.0,Loss,32,25
14,2002BravsChi,Brazil,China,6/8/2002,4.5,1.0,2,50,3,7,0,0,0.0,Win,5,32
15,2002CoRavsTur,Costa Rica,Turkey,6/9/2002,1.5,1.5,29,22,0,0,0,2,0.5,Draw,25,10
16,2002CoRavsBra,Costa Rica,Brazil,6/13/2002,1.5,4.5,29,2,0,0,3,7,0.142857,Loss,25,5
17,2002TurvsChina,Turkey,China,6/13/2002,2.0,0.5,22,50,0,2,0,0,0.0,Win,10,32
18,2002SKvspol,South Korea,Poland,6/4/2002,3.0,3.0,40,38,0,0,0,0,1.0,Win,20,26
19,2002USvsPor,United States,Portugal,6/5/2002,2.0,3.0,13,5,0,0,1,3,0.5,Win,15,8
20,2002SkvsUs,South Korea,United States,6/10/2002,3.0,3.0,40,13,0,0,0,2,0.625,Draw,20,15
21,2002PorvsPol,Portugal,Poland,6/10/2002,2.0,2.0,5,38,1,3,0,0,0.642857,Win,8,26
22,2002PolvsUS,Poland,United States,6/14/2002,1.0,3.5,38,13,0,0,0,2,0.625,Win,26,15
23,2002IrdvsCame,Ireland,Cameroon,6/1/2002,3.0,2.0,15,17,0,0,1,2,0.0,Draw,22,17
24,2002GervsSa,Germany,Saudi Arabia,6/1/2002,3.0,3.0,11,34,1,3,0,0,1.0,Win,1,28
25,2002GenvaIrd,Germany,Ireland,6/5/2002,3.0,3.5,11,15,1,3,0,0,0.0,Draw,1,22
26,2002CamvsSa,Cameroon,Saudi Arabia,6/6/2002,2.0,3.0,17,34,1,2,0,0,0.5,Win,17,28
27,2002CamvsGen,Cameroon,Germany,6/11/2002,2.5,3.5,17,11,1,2,1,3,0.0,Loss,17,1
28,2002SAvsIrd,Saudi Arabia,Ireland,6/11/2002,3.0,3.0,34,15,0,0,0,0,0.0,Loss,28,22
29,2002ArgvsNig,Argentina,Nigeria,6/2/2002,3.5,4.5,3,27,2,5,0,1,0.833333,Win,7,16
30,2002EngvsSwe,England,Sweden,6/2/2002,2.5,2.0,12,19,1,4,0,1,0.526316,Draw,4,11
31,2002SewvsNig,Sweden,Nigeria,6/7/2002,2.0,4.0,19,27,0,1,0,1,1.0,Win,11,16
32,2002ArgvsEng,Argentina,England,6/7/2002,3.5,2.5,3,12,2,5,1,4,0.428571,Loss,7,4
33,2002SwevsArg,Sweden,Argentina,6/12/2002,2.5,3.0,19,3,0,1,2,5,0.75,Draw,11,7
34,2002NigvsEng,Nigeria,England,6/12/2002,3.0,3.5,27,12,0,1,1,4,0.25,Draw,16,4
35,2002CrovsMex,Croatia,Mexico,6/3/2002,3.5,4.0,21,7,0,1,0,2,0.666667,Loss,12,18
36,2002ItavsEcu,Italy,Ecuador,6/3/2002,3.0,2.5,6,36,2,5,0,0,1.0,Win,2,29
37,2002ItavsCro,Italy,Croatia,6/8/2002,3.5,3.0,6,21,2,5,0,1,0.4,Loss,2,12
38,2002MexvsEcu,Mexico,Ecuador,6/9/2002,5.0,2.5,7,36,0,2,0,0,0.75,Win,18,29
39,2002MexvsIta,Mexico,Italy,6/13/2002,5.0,2.5,7,6,0,2,2,5,0.2,Draw,18,2
40,2002EcuvsCroatia,Ecuador,Croatia,6/13/2002,1.5,3.5,36,21,0,0,0,1,1.0,Win,29,12
41,2002JapvsBel,Japan,Belgium,6/4/2002,2.5,4.0,32,23,0,0,0,1,0.5,Draw,21,13
42,2002RusvsTun,Russia,Tunisia,6/5/2002,1.5,1.5,28,31,0,0,0,0,1.0,Win,23,27
43,2002japvsRus,Japan,Russia,6/9/2002,2.5,2.5,32,28,0,0,0,0,0.25,Win,21,23
44,2002TunvsBel,Tunisia,Belgium,6/10/2002,1.0,3.5,31,23,0,0,0,1,0.75,Draw,27,13
45,2002TunvsJpa,Tunisia,Japan,6/14/2002,1.0,2.5,31,32,0,0,0,0,0.0,Loss,27,21
46,2002BelvsRussia,Belgium,Russia,6/14/2002,3.5,2.5,23,28,0,1,0,0,0.357143,Win,13,23
47,2002GenvsPara,Germany,Paraguay,6/15/2002,3.5,2.5,11,18,1,3,0,0,1.0,Win,1,24
48,2002MexvsUs,Mexico,United States,6/17/2002,4.5,2.5,7,13,0,2,0,2,0.7,Loss,18,15
49,2002SpavsIrd,Spain,Ireland,6/16/2002,4.0,3.0,8,15,1,4,0,0,0.0,Draw,6,22
50,2002SkvsIta,South Korea,Italy,6/18/2002,3.0,2.0,40,6,0,0,2,5,0.5,Win,20,2
51,2002DenvsEng,Denmark,England,6/15/2002,4.5,3.0,20,12,0,2,1,4,0.2,Loss,9,4
52,2002BravsBel,Brazil,Belgium,6/17/2002,5.0,4.0,2,23,3,7,0,1,0.75,Win,5,13
53,2002SewvsSen,Sweden,Senegal,6/16/2002,2.5,3.0,19,42,0,1,0,2,0.0,Loss,11,19
54,2002JapvsTur,Japan,Turkey,6/18/2002,3.0,2.5,32,22,0,0,0,2,0.5,Loss,21,10
55,2002GenvsUS,Germany,United States,6/21/2002,4.5,2.5,11,13,1,3,0,2,0.714286,Win,1,15
56,2002SpavsSk,Spain,South Korea,6/22/2002,4.5,3.5,8,40,1,4,0,0,0.666667,Draw,6,20
57,2002EngvsBra,England,Brazil,6/21/2002,3.5,5.0,12,2,1,4,3,7,0.333333,Loss,4,5
58,2002SenvsTur,Senegal,Turkey,6/22/2002,4.0,2.5,42,22,0,2,0,2,0.0,Loss,19,10
59,2002GenvsSk,Germany,South Korea,6/25/2002,4.5,4.0,11,40,1,3,0,0,1.0,Win,1,20
60,2002BravsTur,Brazil,Turkey,6/26/2002,5.0,3.5,2,22,3,7,0,2,1.0,Win,5,10
61,2002Final_GenvsBra,Germany,Brazil,6/30/2002,4.5,5.0,11,2,1,3,3,7,0.277778,Loss,1,5
62,2002SkvsTur,South Korea,Turkey,6/29/2002,3.0,3.5,29,22,0,0,0,2,0.125,Loss,20,10
63,2006GervsCoRi,Germany,Costa Rica,6/9/2006,3.5,1.0,19,25,4,5,0,0,1.0,Win,2,28
64,2006PolvsRcu,Poland,Ecuador,6/9/2006,3.0,1.5,29,39,1,1,1,1,0.5,Loss,16,23
65,2006GervsPol,Germany,Poland,6/14/2006,4.5,2.0,19,29,4,5,1,1,0.866667,Win,2,16
66,2006EcuvsCoRi,Ecuador,Costa Rica,6/15/2006,1.5,0.0,39,25,1,1,0,0,0.611111,Win,23,28
67,2006EcuvsGer,Ecuador,Germany,6/20/2006,2.5,4.5,39,19,1,1,4,5,0.0,Loss,23,2
68,2006CoRivsPol,Costa Rica,Poland,6/20/2006,0.0,2.0,25,29,0,0,1,1,0.0,Loss,28,16
69,2006EngvsPar,England,Paraguay,6/10/2006,5.0,2.5,10,33,4,5,1,1,1.0,Win,5,22
70,2006TruTivsSew,Trinidad,Sweden,6/10/2006,1.5,2.0,47,16,0,0,2,2,0.0,Draw,32,11
71,2006EngvsTrito,England,Trinidad,6/15/2006,5.0,1.0,10,47,4,5,0,0,0.0,Win,5,32
72,2006SwevsEng,Sweden,Paraguay,6/15/2006,2.0,2.0,16,33,2,2,1,1,0.5,Win,11,22
73,2006SwevsEng,Sweden,England,6/20/2006,2.5,5.0,16,10,2,2,4,5,0.5,Draw,11,5
74,2006paravsTrinidad,Paraguay,Trinidad,6/20/2006,2.0,0.5,33,47,1,1,0,0,0.0,Win,22,32
75,2006ArgvsLoco,Argentina,Ivory Coast,6/10/2006,2.0,2.5,9,32,5,6,3,3,1.0,Win,9,24
76,2006SeMonvsNet,Serbia,Netherlands,6/11/2006,3.5,3.5,44,3,1,1,4,5,0.0,Loss,29,10
77,2006ArgvsSeMon,Argentina,Serbia,6/16/2006,3.0,2.5,9,44,5,6,1,1,0.75,Win,9,29
78,2006NethvsIvCo,Netherlands,Ivory Coast,6/16/2006,4.5,2.0,3,32,4,5,3,3,1.0,Win,10,24
79,2006NethvsArg,Netherlands,Argentina,6/21/2006,4.5,4.0,3,9,4,5,5,6,0.6875,Draw,10,9
80,2006IvoCovsSer,Ivory Coast,Serbia,6/21/2006,2.0,1.5,32,44,3,3,1,1,1.0,Win,24,29
81,2006MexvsIrn,Mexico,Iran,6/11/2006,3.0,4.5,4,23,2,2,0,0,1.0,Win,12,25
82,2006AngvsPor,Angola,Portugal,6/11/2006,2.0,4.5,57,7,0,0,4,5,0.0,Loss,30,8
83,2006mexvsAng,Mexico,Angola,6/16/2006,3.0,2.0,4,57,2,2,0,0,0.5,Draw,12,30
84,2006PorvsIrn,Portugal,Iran,6/17/2006,4.5,3.5,7,23,4,5,0,0,1.0,Win,8,25
85,2006PorvsMex,Portugal,Mexico,6/21/2006,5.0,2.5,7,4,4,5,2,2,0.75,Win,8,12
86,2006IrnvsAng,Iran,Angola,6/21/2006,2.5,1.5,23,57,0,0,0,0,0.5,Draw,25,30
87,2006UnvsCze,United States,Czech,6/12/2006,2.5,4.5,5,2,1,1,3,4,0.0,Loss,18,7
88,2006ItavsGha,Italy,Ghana,6/12/2006,3.5,2.5,13,48,5,6,2,2,1.0,Win,1,19
89,2006CzevsGha,Czech,Ghana,6/17/2006,4.5,2.5,2,48,3,4,2,2,0.0,Loss,7,19
90,2006ItavsUs,Italy,United States,6/17/2006,3.5,2.5,13,5,5,6,1,1,0.785714,Draw,1,18
91,2006CzevsIta,Czech,Italy,6/22/2006,4.0,3.5,2,13,3,4,5,6,0.0,Loss,7,1
92,2006GhavsUs,Ghana,United States,6/22/2006,3.5,2.5,48,5,2,2,1,1,1.0,Win,19,18
93,2006AusvsJap,Australia,Japan,6/12/2006,4.5,3.0,42,18,1,1,1,1,0.5,Win,17,21
94,2006BravsCro,Brazil,Croatia,6/13/2006,4.5,2.5,1,23,6,8,2,2,0.75,Win,6,14
95,2006JapvsCro,Japan,Croatia,6/18/2006,2.0,1.5,18,23,1,1,2,2,0.5,Draw,21,14
96,2006bravsAus,Brazil,Australia,6/18/2006,5.0,4.5,1,42,6,8,1,1,0.75,Win,6,17
97,2006JapvsBra,Japan,Brazil,6/22/2006,2.5,5.0,18,1,1,1,6,8,0.125,Loss,21,6
98,2006CrvsAus,Croatia,Australia,6/22/2006,1.0,3.5,23,42,2,2,1,1,0.4,Draw,14,17
99,2006SkvsTo,South Korea,Togo,6/13/2006,3.0,1.0,29,61,1,1,1,1,1.0,Win,20,27
100,2006FravsSwi,France,Switzerland,6/13/2006,3.5,3.0,8,35,5,6,1,1,0.541667,Draw,3,13
101,2006FravsSk,France,South Korea,6/18/2006,3.5,3.0,8,29,5,6,1,1,0.833333,Draw,3,20
102,2006TovsSwi,Togo,Switzerland,6/19/2006,1.0,3.5,61,35,1,1,1,1,0.0,Loss,27,13
103,2006TovaFra,Togo,France,6/23/2006,1.0,4.0,61,8,1,1,5,6,0.0,Loss,27,3
104,2006SwivsSk,Switzerland,South Korea,6/23/2006,3.5,3.0,35,29,1,1,1,1,1.0,Win,13,20
105,2006SpavsUk,Spain,Ukraine,6/14/2006,4.0,4.0,5,45,4,5,2,2,0.833333,Win,4,15
106,2006TunvsSa,Tunisia,Saudi Arabia,6/14/2006,2.0,1.0,21,34,0,0,0,0,0.642857,Draw,26,31
107,2006SAvsUk,Saudi Arabia,Ukraine,6/19/2006,1.5,3.5,34,45,0,0,2,2,0.0,Loss,31,15
108,2006SpavsTun,Spain,Tunisia,6/19/2006,4.5,2.5,5,21,4,5,0,0,1.0,Win,4,26
109,2006SAvspai,Saudi Arabia,Spain,6/23/2006,1.5,4.5,34,5,0,0,4,5,0.0,Loss,31,4
110,2006UkvsTun,Ukraine,Tunisia,6/23/2006,3.5,2.0,45,21,2,2,0,0,1.0,Win,15,26
111,2006GervsSWe,Germany,Sweden,6/24/2006,4.5,3.0,19,16,4,5,2,2,0.515625,Win,2,11
112,2006ArgvsMex,Argentina,Mexico,6/24/2006,3.5,1.5,9,4,5,6,2,2,0.604167,Win,9,12
113,2006ItavsAus,Italy,Australia,6/26/2006,3.5,3.0,13,42,5,6,1,1,1.0,Win,1,17
114,2006SwivsUK,Switzerland,Ukraine,6/26/2006,4.0,4.0,35,45,1,1,2,2,0.5,Draw,13,15
115,2006EngvsEcu,England,Ecuador,6/25/2006,4.5,2.5,10,39,4,5,1,1,1.0,Win,5,23
116,2006PorvsNeth,Portugal,Netherlands,6/25/2006,5.0,4.0,7,3,4,5,4,5,0.75,Win,8,10
117,2006BravsGha,Brazil,Ghana,6/27/2006,5.0,4.0,1,48,6,8,2,2,1.0,Win,6,19
118,2006SpavsFra,Spain,France,6/27/2006,5.0,4.0,5,8,4,5,5,6,0.5,Loss,4,3
119,2006GervsArg,Germany,Argentina,6/30/2006,5.0,4.5,19,9,4,5,5,6,0.441176,Draw,2,9
120,2006ItavsUk,Italy,Ukraine,6/30/2006,4.0,3.5,13,45,5,6,2,2,0.875,Win,1,15
121,2006EngvsPor,England,Portugal,7/1/2006,4.5,5.0,10,7,4,5,4,5,0.642857,Draw,5,8
122,2006BravsFra,Brazil,France,7/1/2006,5.0,4.0,1,8,6,8,5,6,0.583333,Loss,6,3
123,2006GervsIta,Germany,Italy,7/4/2006,4.5,4.5,19,13,4,5,5,6,0.392857,Loss,2,1
124,2006PorvsFra,Portugal,France,7/5/2006,4.5,4.0,7,8,4,5,5,6,0.289474,Loss,8,3
125,2006Final_ItavsFra,Italy,France,7/9/2006,4.5,4.5,13,8,5,6,5,6,0.636364,Draw,1,3
126,2006GervsPor,Germany,Portugal,7/8/2006,3.5,3.5,19,7,4,5,4,5,0.607143,Win,2,8
127,2010SFvsMex,South Africa,Mexico,6/11/2010,4.5,3.0,83,17,0,0,1,2,0.375,Draw,29,14
128,2010UrgvsFra,Uruguay,France,6/11/2010,3.5,2.0,16,9,1,2,2,3,0.583333,Draw,7,13
129,2010SFvsUrg,South Africa,Uruguay,6/16/2010,4.0,4.0,83,16,0,0,1,2,0.166667,Loss,29,7
130,2010FravsMex,France,Mexico,6/17/2010,2.0,2.5,9,17,2,3,1,2,0.785714,Loss,13,14
131,2010MexvsUrg,Mexico,Uruguay,6/22/2010,3.5,4.0,17,16,1,2,1,2,0.583333,Loss,14,7
132,2010FravsSUF,France,South Africa,6/22/2010,2.0,3.5,9,83,2,3,0,0,0.625,Loss,13,29
133,2010SKvsGree,South Korea,Greece,6/12/2010,3.0,2.0,47,13,0,1,0,1,0.833333,Win,20,19
134,2010ArgvsNidg,Argentina,Nigeria,6/12/2010,5.0,4.0,7,21,2,4,1,2,0.875,Win,15,31
135,2010ArgvsSK,Argentina,South Korea,6/17/2010,5.0,3.0,7,47,2,4,0,1,1.0,Win,15,20
136,2010GreevsNig,Greece,Nigeria,6/17/2010,1.5,3.0,13,21,0,1,1,2,0.666667,Win,19,31
137,2010NigvsSK,Nigeria,South Korea,6/22/2010,2.0,2.0,21,47,1,2,0,1,0.25,Draw,31,20
138,2010GreevsArg,Greece,Argentina,6/22/2010,1.5,5.0,13,7,0,1,2,4,0.0,Loss,19,15
139,2010EngvsUs,England,United States,6/12/2010,4.0,3.0,8,14,2,4,1,1,0.75,Draw,12,15
140,2010AlgvsSlov,Algeria,Slovenia,6/13/2010,1.0,4.0,30,25,0,0,0,0,0.0,Loss,22,23
141,2010SlovsUs,Slovenia,United States,6/18/2010,4.0,2.5,25,14,0,0,1,1,0.5,Draw,23,15
142,2010EngvsAlg,England,Algeria,6/18/2010,3.5,1.0,8,30,2,4,0,0,0.5,Draw,12,22
143,2010SlovsEng,Slovenia,England,6/23/2010,4.5,4.0,25,8,0,0,2,4,0.0,Loss,23,12
144,2010USvsAlg,United States,Algeria,6/23/2010,3.0,1.5,14,30,1,1,0,0,1.0,Win,15,22
145,2010ServsGha,Serbia,Ghana,6/13/2010,3.5,2.0,15,32,0,1,1,2,0.5,Loss,25,16
146,2010GervsAus,Germany,Australia,6/13/2010,3.5,3.5,6,20,2,4,0,1,1.0,Win,11,9
147,2010GervsSer,Germany,Serbia,6/18/2010,4.0,2.5,6,15,2,4,0,1,0.625,Loss,11,25
148,2010GhavsAus,Ghana,Australia,6/19/2010,2.0,3.0,32,20,1,2,0,1,0.285714,Draw,16,9
149,2010GhavsGer,Ghana,Germany,6/23/2010,2.5,4.0,32,6,1,2,2,4,0.0,Loss,16,11
150,2010AusvsSer,Australia,Serbia,6/23/2010,2.5,2.5,20,15,0,1,0,1,1.0,Win,9,25
151,2010NethvsDen,Netherlands,Denmark,6/14/2010,4.5,2.0,4,36,3,5,1,2,0.566667,Win,4,21
152,2010JapvsCam,Japan,Cameroon,6/14/2010,1.0,1.5,45,19,0,0,1,2,0.875,Win,25,17
153,2010NethvsJap,Netherlands,Japan,6/19/2010,5.0,1.0,4,45,3,5,0,0,1.0,Win,4,25
154,2010CamvsDen,Cameroon,Denmark,6/19/2010,1.0,1.0,19,36,1,2,1,2,0.333333,Loss,17,21
155,2010DenvsJap,Denmark,Japan,6/24/2010,2.0,1.0,36,45,1,2,0,0,0.5,Loss,21,25
156,2010CamvsNeth,Cameroon,Netherlands,6/24/2010,0.5,5.0,19,4,1,2,3,5,0.166667,Loss,17,4
157,2010ItavsPara,Italy,Paraguay,6/14/2010,2.5,3.0,5,31,2,3,0,1,0.833333,Draw,9,18
158,2010NzvsSlo,New Zealand,Slovakia,6/15/2010,2.0,2.5,78,34,0,0,0,0,0.5,Draw,30,26
159,2010SlovsPara,Slovakia,Paraguay,6/20/2010,2.0,3.0,34,31,0,0,0,1,0.0,Loss,26,18
160,2010ItavsNz,Italy,New Zealand,6/20/2010,2.5,1.5,5,78,2,3,0,0,0.75,Draw,9,30
161,2010SlovsIta,Slovakia,Italy,6/24/2010,2.0,2.0,34,5,0,0,2,3,0.5,Win,26,9
162,2010ParavsNw,Paraguay,New Zealand,6/24/2010,3.0,2.0,31,78,0,1,0,0,0.75,Draw,18,30
163,2010IvovsPor,Ivory Coast,Portugal,6/15/2010,2.5,4.5,27,3,2,3,2,4,0.5,Draw,18,8
164,2010BravsNk,Brazil,North Korea,6/15/2010,5.0,1.0,1,105,3,6,0,0,1.0,Win,2,28
165,2010BravsIvo,Brazil,Ivory Coast,6/20/2010,5.0,2.0,1,27,3,6,2,3,1.0,Win,2,18
166,2010PorvsNk,Portugal,North Korea,6/21/2010,4.0,1.0,3,105,2,4,0,0,1.0,Win,8,28
167,2010PorvsBra,Portugal,Brazil,6/25/2010,4.0,5.0,3,1,2,4,3,6,0.275,Draw,8,2
168,2010NKvsLov,North Korea,Ivory Coast,6/25/2010,0.5,2.0,105,27,0,0,2,3,0.0,Loss,28,18
169,2010HonvsChile,Honduras,Chile,6/16/2010,1.0,4.0,38,18,0,0,1,2,0.333333,Loss,27,19
170,2010SpavsSwi,Spain,Switzerland,6/16/2010,5.0,1.0,2,24,4,6,0,1,0.868421,Loss,1,24
