Match,Team1,Team2,Team1_rank,Team2_rank,Team1_Star_Player_Count,Team1_Top100_players,Team2_Star_Player_Count,Team2_Top100_players,Team1_Recent_form,Team2_Recent_form,Head_to_Head_Team1_result_precentage,Team1_Result,Team1_goalkeeper_rank,Team2_goalkeeper_rank
2010IvovsPor,Ivory Coast,Portugal,27,3,2,3,2,4,,,,0,18,8
2010BravsNk,Brazil,North Korea,1,105,3,6,0,0,,,,1,2,28
2010BravsIvo,Brazil,Ivory Coast,1,27,3,6,2,3,,,,1,2,18
2010PorvsNk,Portugal,North Korea,3,105,2,4,0,0,,,,1,8,28
2010PorvsBra,Portugal,Brazil,3,1,2,4,3,6,,,,0,8,2
2010NKvsLov,North Korea,Ivory Coast,105,27,0,0,2,3,,,,-1,28,18
2010HonvsChile,Honduras,Chile,38,18,0,0,1,2,,,,-1,27,19
2010SpavsSwi,Spain,Switzerland,2,24,4,6,0,1,,,,-1,1,24
2010ChivsSwi,Chile,Switzerland,18,24,1,2,0,1,,,,1,19,24
2010SpavsHon,Spain,Honduras,2,38,4,6,0,0,,,,1,1,27
2010ChilvsSpa,Chile,Spain,18,2,1,2,4,6,,,,-1,19,1
2010SwivsHon,Switzerland,Honduras,24,38,0,1,0,0,,,,0,24,27
2010UrgvsSk,Uruguay,South Korea,16,47,1,2,0,1,,,,1,7,20
2010UsvsGha,United States,Ghana,14,32,1,1,1,2,,,,-1,15,16
2010NethvsSlo,Netherlands,Slovakia,4,34,3,5,0,0,,,,1,4,26
2010BravsChil,Brazil,Chile,1,18,3,6,1,2,,,,1,2,19
2010ArgvsMex,Argentina,Mexico,7,17,2,4,1,2,,,,1,15,14
2010GervsEng,Germany,England,6,8,2,4,2,4,,,,1,11,12
2010ParavsJap,Paraguay,Japan,31,45,0,1,0,0,,,,0,18,25
2010SpavsPor,Spain,Portugal,2,3,4,6,2,4,,,,1,1,8
2010UruvsGha,Uruguay,Ghana,16,32,1,2,1,2,,,,0,7,16
2010NethvsBra,Netherlands,Brazil,4,1,3,5,3,6,,,,1,4,2
2010ArgvsGer,Argentina,Germany,7,6,2,4,2,4,,,,-1,15,11
2010ParavsSpa,Paraguay,Spain,31,2,0,1,4,6,,,,-1,18,1
2010UrgvsNeth,Uruguay,Netherlands,16,4,1,2,3,5,,,,-1,7,4
2010GervsSpa,Germany,Spain,6,2,2,4,4,6,,,,-1,11,1
2010_Final_NethvsSpa,Netherlands,Spain,4,2,3,5,4,6,,,,-1,4,1
2010UruvsGer,Uruguay,Germany,7,6,1,2,2,4,,,,-1,7,11
2014BravsCro,Brazil,Croatia,3,18,2,5,0,1,,,,1,5,18
2014ChivsAus,Chile,Australia,14,62,1,2,0,0,,,,1,14,32
2014MexvsCam,Mexico,Cameroon,20,56,0,1,0,0,,,,1,15,31
2014SpavsNeth,Spain,Netherlands,1,15,3,6,2,4,,,,-1,3,7
2014Comvsgree,Colombia,Greece,8,12,1,2,0,1,,,,1,12,17
2014EngvsIta,England,Italy,10,9,1,2,1,2,,,,-1,10,2
2014IvovsJap,Ivory Coast,Japan,23,46,1,2,0,1,,,,1,25,27
2014UruvsCoRi,Uruguay,Costa Rica,7,28,1,2,0,1,,,,-1,13,20
2014ArgvsBos,Argentina,Bosnia,5,21,2,4,0,1,,,,1,6,19
2014FravsHon,France,Honduras,17,33,1,3,0,0,,,,1,4,30
2014SwivsEcu,Switzerland,Ecuador,6,26,0,1,0,1,,,,1,11,22
2014GervsPor,Germany,Portugal,2,4,2,4,1,3,,,,1,1,8
2014GhavsUs,Ghana,United states,37,13,0,1,0,1,,,,-1,24,16
2014IravsNig,Iran,Nigeria,43,44,0,0,0,1,,,,0,29,23
2014BelvsAlge,Belgium,Algeria,11,22,1,3,0,1,,,,1,9,26
2014BravsMex,Brazil,Mexico,3,20,2,5,0,1,,,,0,5,15
2014RusvsSK,Russia,South Korea,19,57,0,1,0,0,,,,0,21,28
2014AusvsNeth,Australia,Netherlands,62,15,0,0,2,4,,,,-1,32,7
2014CamvsCro,Cameroon,Croatia,56,18,0,0,0,1,,,,-1,31,18
2014SpavsChi,Spain,Chile,1,14,3,6,1,2,,,,-1,3,14
2014ColovsIvo,Colombia,Ivory Coast,8,23,1,2,1,2,,,,1,12,25
2014JapvsGreece,Japan,Greece,46,12,0,1,0,1,,,,0,27,17
2014UruvsEng,Uruguay,England,7,10,1,2,1,2,,,,1,13,10
2014HonvsEcu,Honduras,Ecuador,33,26,0,0,0,1,,,,-1,30,22
2014ItavsCoRi,Italy,Costa Rica,9,28,1,2,0,1,,,,-1,2,20
2014SwivsFra,Switzerland,France,6,17,0,1,1,3,,,,-1,11,4
2014ArgvsIra,Argentina,Iran,5,43,2,4,0,0,,,,1,6,29
2014GervsGha,Germany,Ghana,2,37,2,4,0,1,,,,0,1,24
2014NigvsBos,Nigeria,Bosnia,44,21,0,1,0,1,,,,1,23,19
2014BelvsRus,Belgium,Russia,11,19,1,3,0,1,,,,1,9,21
2014SkvsAlg,South Korea,Algeria,57,22,0,0,0,1,,,,-1,28,26
2014UsvsPor,United states,Portugal,13,4,0,1,1,3,,,,0,16,8
2014AusvsSpa,Australia,Spain,62,1,0,0,3,6,,,,-1,32,3
2014BravsCam,Brazil,Cameroon,3,56,2,5,0,0,,,,1,5,31
2014CrovsMex,Croatia,Mexico,18,20,0,1,0,1,,,,-1,18,15
2014NethvaChi,Netherlands,Chile,15,14,2,4,1,2,,,,1,7,14
2014CoRivsEng,Costa Rica,England,28,10,0,1,1,2,,,,0,20,10
2014GrevsIo,Greece,Ivory Coast,12,23,0,1,1,2,,,,1,17,25
2014ItavsUrg,Italy,Uruguay,9,7,1,2,1,2,,,,-1,2,13
2014JapvsCol,Japan,Colombia,46,8,0,1,1,2,,,,-1,27,12
2014BosvsIr,Bosnia,Iran,21,43,0,1,0,0,,,,1,19,29
2014EcuvsFra,Ecuador,France,26,17,0,1,1,3,,,,0,22,4
